route_from,route_to,ride_type,ride_max_persons,hour,day_of_week,ride_waiting_time,ride_time_minutes,ride_price
Marina Beach,Chennai Lighthouse,Go Sedan,4.0,16,0,8.0,8.983333333333333,106.5
Marina Beach,Chennai Lighthouse,Moto,1.0,16,0,6.0,7.983333333333333,25.87
Marina Beach,Chennai Lighthouse,Premier,4.0,16,0,10.0,7.983333333333333,176.08
Marina Beach,Chennai Lighthouse,Uber Auto,3.0,16,0,2.0,5.983333333333333,64.77
Marina Beach,Chennai Lighthouse,Uber Go,4.0,16,0,12.0,8.983333333333333,104.7
Marina Beach,Chennai Lighthouse,UberXL,6.0,16,0,5.0,7.983333333333333,214.46
Marina Beach,Chennai Lighthouse,Go Sedan,4.0,17,0,7.0,7.983333333333333,113.23
Marina Beach,Chennai Lighthouse,Moto,1.0,17,0,5.0,7.983333333333333,24.0
Marina Beach,Chennai Lighthouse,Premier,4.0,17,0,5.0,7.983333333333333,195.7
Marina Beach,Chennai Lighthouse,Uber Auto,3.0,17,0,2.0,5.983333333333333,66.87
Marina Beach,Chennai Lighthouse,Uber Go,4.0,17,0,11.0,8.983333333333333,108.3
Marina Beach,Chennai Lighthouse,UberXL,6.0,17,0,3.0,5.983333333333333,216.87
Marina Beach,Chennai Lighthouse,Go Sedan,4.0,18,0,8.0,8.983333333333333,113.23
Marina Beach,Chennai Lighthouse,Moto,1.0,18,0,5.0,7.983333333333333,24.0
Marina Beach,Chennai Lighthouse,Premier,4.0,18,0,10.0,7.983333333333333,195.64
Marina Beach,Chennai Lighthouse,Uber Auto,3.0,18,0,2.0,5.983333333333333,66.8
Marina Beach,Chennai Lighthouse,Uber Go,4.0,18,0,12.0,8.983333333333333,108.3
Marina Beach,Chennai Lighthouse,UberXL,6.0,18,0,4.0,7.983333333333333,216.79
Marina Beach,Chennai Lighthouse,Go Sedan,4.0,19,0,10.0,7.983333333333333,183.0
Marina Beach,Chennai Lighthouse,Moto,1.0,19,0,3.0,8.983333333333333,24.0
Marina Beach,Chennai Lighthouse,Premier,4.0,19,0,11.0,7.983333333333333,313.18
Marina Beach,Chennai Lighthouse,Uber Auto,3.0,19,0,3.0,6.983333333333333,67.4
Marina Beach,Chennai Lighthouse,Uber Go,4.0,19,0,13.0,9.983333333333333,180.24
Marina Beach,Chennai Lighthouse,UberXL,6.0,19,0,5.0,7.983333333333333,217.48
Marina Beach,Chennai Lighthouse,Go Sedan,4.0,20,0,8.0,8.65,116.51
Marina Beach,Chennai Lighthouse,Moto,1.0,20,0,3.0,7.65,25.87
Marina Beach,Chennai Lighthouse,Premier,4.0,20,0,11.0,7.65,160.23
Marina Beach,Chennai Lighthouse,Uber Auto,3.0,20,0,2.0,7.65,67.92
Marina Beach,Chennai Lighthouse,Uber Go,4.0,20,0,13.0,9.65,108.3
Marina Beach,Chennai Lighthouse,UberXL,6.0,20,0,6.0,7.65,182.51
Marina Beach,Express Avenue Mall,Go Sedan,4.0,17,1,7.5,14.65,181.08
Marina Beach,Express Avenue Mall,Moto,1.0,17,1,6.0,14.15,41.815
Marina Beach,Express Avenue Mall,Premier,4.0,17,1,8.0,14.65,268.885
Marina Beach,Express Avenue Mall,Uber Auto,3.0,17,1,2.0,13.158333333333331,101.2
Marina Beach,Express Avenue Mall,Uber Go,4.0,17,1,6.5,15.158333333333331,179.245
Marina Beach,Express Avenue Mall,UberXL,6.0,17,1,5.5,14.65,330.83000000000004
Marina Beach,Express Avenue Mall,Go Sedan,4.0,18,1,9.0,15.091666666666669,183.395
Marina Beach,Express Avenue Mall,Moto,1.0,18,1,6.5,15.591666666666669,40.315
Marina Beach,Express Avenue Mall,Premier,4.0,18,1,7.5,15.591666666666669,272.155
Marina Beach,Express Avenue Mall,Uber Auto,3.0,18,1,2.0,14.6,103.79
Marina Beach,Express Avenue Mall,Uber Go,4.0,18,1,8.5,16.09166666666667,181.455
Marina Beach,Express Avenue Mall,UberXL,6.0,18,1,6.0,15.591666666666669,321.46500000000003
Marina Beach,Express Avenue Mall,Go Sedan,4.0,19,1,10.0,16.666666666666668,186.71
Marina Beach,Express Avenue Mall,Moto,1.0,19,1,6.0,16.666666666666668,40.54
Marina Beach,Express Avenue Mall,Premier,4.0,19,1,11.0,17.666666666666668,276.84
Marina Beach,Express Avenue Mall,Uber Auto,3.0,19,1,2.0,16.666666666666668,107.48
Marina Beach,Express Avenue Mall,Uber Go,4.0,19,1,11.0,18.666666666666668,184.6
Marina Beach,Express Avenue Mall,UberXL,6.0,19,1,8.0,16.666666666666668,326.95
Marina Beach,Express Avenue Mall,Go Sedan,4.0,20,1,7.0,17.066666666666666,147.88
Marina Beach,Express Avenue Mall,Moto,1.0,20,1,4.0,17.066666666666666,39.69
Marina Beach,Express Avenue Mall,Premier,4.0,20,1,9.0,17.066666666666666,213.67
Marina Beach,Express Avenue Mall,Uber Auto,3.0,20,1,3.0,16.066666666666666,102.22
Marina Beach,Express Avenue Mall,Uber Go,4.0,20,1,8.0,18.066666666666663,144.61
Marina Beach,Express Avenue Mall,UberXL,6.0,20,1,9.0,16.066666666666666,239.45
Marina Beach,Express Avenue Mall,Go Sedan,4.0,21,1,7.5,15.183333333333334,149.17000000000002
Marina Beach,Express Avenue Mall,Moto,1.0,21,1,3.0,15.183333333333334,40.33
Marina Beach,Express Avenue Mall,Premier,4.0,21,1,6.0,15.183333333333334,215.505
Marina Beach,Express Avenue Mall,Uber Auto,3.0,21,1,2.5,14.683333333333334,100.98
Marina Beach,Express Avenue Mall,Uber Go,4.0,21,1,7.5,16.18333333333333,145.85000000000002
Marina Beach,Express Avenue Mall,UberXL,6.0,21,1,7.0,15.683333333333334,241.51
Marina Beach,Express Avenue Mall,Go Sedan,4.0,22,1,8.0,13.3,147.16
Marina Beach,Express Avenue Mall,Moto,1.0,22,1,6.0,14.3,43.28
Marina Beach,Express Avenue Mall,Premier,4.0,22,1,7.0,13.3,212.69
Marina Beach,Express Avenue Mall,Uber Auto,3.0,22,1,2.0,13.3,134.16
Marina Beach,Express Avenue Mall,Uber Go,4.0,22,1,7.0,14.3,143.93
Marina Beach,Express Avenue Mall,UberXL,6.0,22,1,5.0,13.3,238.42
Marina Beach,Express Avenue Mall,Go Sedan,4.0,23,1,7.0,12.066666666666666,145.58
Marina Beach,Express Avenue Mall,Moto,1.0,23,1,5.0,11.066666666666666,52.7
Marina Beach,Express Avenue Mall,Premier,4.0,23,1,6.0,12.066666666666666,210.45
Marina Beach,Express Avenue Mall,Uber Auto,3.0,23,1,2.0,11.066666666666666,127.64
Marina Beach,Express Avenue Mall,Uber Go,4.0,23,1,7.0,13.066666666666666,142.4
Marina Beach,Express Avenue Mall,UberXL,6.0,23,1,6.0,11.066666666666666,235.98
Marina Beach,Express Avenue Mall,Go Sedan,4.0,7,2,7.0,12.333333333333334,150.85
Marina Beach,Express Avenue Mall,Moto,1.0,7,2,5.0,12.333333333333334,39.51
Marina Beach,Express Avenue Mall,Premier,4.0,7,2,8.0,11.333333333333334,205.59
Marina Beach,Express Avenue Mall,Uber Auto,3.0,7,2,3.0,10.333333333333334,90.6
Marina Beach,Express Avenue Mall,Uber Go,4.0,7,2,9.0,13.333333333333334,144.51
Marina Beach,Express Avenue Mall,UberXL,6.0,7,2,5.0,11.333333333333334,238.31
Marina Beach,Express Avenue Mall,Go Sedan,4.0,8,2,8.0,12.333333333333334,183.9
Marina Beach,Express Avenue Mall,Moto,1.0,8,2,5.0,12.333333333333334,39.0
Marina Beach,Express Avenue Mall,Premier,4.0,8,2,8.0,13.333333333333334,251.5
Marina Beach,Express Avenue Mall,Uber Auto,3.0,8,2,3.0,12.333333333333334,94.21
Marina Beach,Express Avenue Mall,Uber Go,4.0,8,2,8.0,14.333333333333334,173.93
Marina Beach,Express Avenue Mall,UberXL,6.0,8,2,4.0,12.333333333333334,308.37
Marina Beach,Express Avenue Mall,Go Sedan,4.0,9,2,7.0,15.033333333333331,185.68
Marina Beach,Express Avenue Mall,Moto,1.0,9,2,7.0,14.033333333333331,39.75
Marina Beach,Express Avenue Mall,Premier,4.0,9,2,10.0,14.033333333333331,253.91
Marina Beach,Express Avenue Mall,Uber Auto,3.0,9,2,2.0,14.033333333333331,94.6
Marina Beach,Express Avenue Mall,Uber Go,4.0,9,2,8.0,15.033333333333331,175.61
Marina Beach,Express Avenue Mall,UberXL,6.0,9,2,3.0,14.033333333333331,311.33
Marina Beach,Express Avenue Mall,Go Sedan,4.0,10,2,6.0,13.866666666666667,185.69
Marina Beach,Express Avenue Mall,Moto,1.0,10,2,5.0,12.883333333333333,39.76
Marina Beach,Express Avenue Mall,Premier,4.0,10,2,6.0,13.866666666666667,253.94
Marina Beach,Express Avenue Mall,Uber Auto,3.0,10,2,3.0,12.883333333333333,94.66
Marina Beach,Express Avenue Mall,Uber Go,4.0,10,2,7.0,14.883333333333333,175.62
Marina Beach,Express Avenue Mall,UberXL,6.0,10,2,8.0,12.883333333333333,311.36
Marina Beach,Express Avenue Mall,Go Sedan,4.0,11,2,5.0,15.383333333333333,185.39
Marina Beach,Express Avenue Mall,Moto,1.0,11,2,3.0,14.383333333333333,39.28
Marina Beach,Express Avenue Mall,Premier,4.0,11,2,5.0,14.383333333333333,253.53
Marina Beach,Express Avenue Mall,Uber Auto,3.0,11,2,2.0,14.4,70.04
Marina Beach,Express Avenue Mall,Uber Go,4.0,11,2,5.0,15.4,175.34
Marina Beach,Express Avenue Mall,UberXL,6.0,11,2,4.0,14.383333333333333,310.85
Marina Beach,Express Avenue Mall,Go Sedan,4.0,12,2,3.0,14.716666666666669,151.31
Marina Beach,Express Avenue Mall,Moto,1.0,12,2,3.0,15.716666666666669,40.09
Marina Beach,Express Avenue Mall,Premier,4.0,12,2,3.0,14.716666666666669,209.43
Marina Beach,Express Avenue Mall,Uber Auto,3.0,12,2,2.0,14.716666666666669,71.37
Marina Beach,Express Avenue Mall,Uber Go,4.0,12,2,3.0,16.716666666666665,144.91
Marina Beach,Express Avenue Mall,UberXL,6.0,12,2,6.0,15.716666666666669,252.25
Marina Beach,Express Avenue Mall,Go Sedan,4.0,13,2,5.0,15.016666666666667,151.89
Marina Beach,Express Avenue Mall,Moto,1.0,13,2,4.0,15.016666666666667,40.22
Marina Beach,Express Avenue Mall,Premier,4.0,13,2,5.0,15.016666666666667,210.25
Marina Beach,Express Avenue Mall,Uber Auto,3.0,13,2,2.0,14.016666666666667,72.2
Marina Beach,Express Avenue Mall,Uber Go,4.0,13,2,5.0,17.016666666666666,145.47
Marina Beach,Express Avenue Mall,UberXL,6.0,13,2,6.0,15.016666666666667,253.21
Marina Beach,Express Avenue Mall,Go Sedan,4.0,14,2,4.0,16.116666666666667,150.71
Marina Beach,Express Avenue Mall,Moto,1.0,14,2,6.0,15.116666666666667,39.96
Marina Beach,Express Avenue Mall,Premier,4.0,14,2,4.0,15.116666666666667,208.62
Marina Beach,Express Avenue Mall,Uber Auto,3.0,14,2,1.0,15.116666666666667,95.41
Marina Beach,Express Avenue Mall,Uber Go,4.0,14,2,5.0,17.116666666666667,144.33
Marina Beach,Express Avenue Mall,UberXL,6.0,14,2,6.0,15.116666666666667,251.27
Marina Beach,Express Avenue Mall,Go Sedan,4.0,15,2,8.0,14.566666666666666,150.38
Marina Beach,Express Avenue Mall,Moto,1.0,15,2,4.0,14.566666666666666,39.89
Marina Beach,Express Avenue Mall,Premier,4.0,15,2,6.0,14.566666666666666,208.15
Marina Beach,Express Avenue Mall,Uber Auto,3.0,15,2,2.0,13.566666666666666,94.3
Marina Beach,Express Avenue Mall,Uber Go,4.0,15,2,8.0,15.566666666666666,144.0
Marina Beach,Express Avenue Mall,UberXL,6.0,15,2,2.0,13.566666666666666,250.71
Marina Beach,Express Avenue Mall,Go Sedan,4.0,16,2,6.0,14.6,181.28
Marina Beach,Express Avenue Mall,Moto,1.0,16,2,3.0,14.6,40.17
Marina Beach,Express Avenue Mall,Premier,4.0,16,2,7.0,14.6,269.16
Marina Beach,Express Avenue Mall,Uber Auto,3.0,16,2,1.0,13.6,98.56
Marina Beach,Express Avenue Mall,Uber Go,4.0,16,2,5.0,15.6,179.44
Marina Beach,Express Avenue Mall,UberXL,6.0,16,2,5.0,14.6,317.93
Marina Beach,Express Avenue Mall,Go Sedan,4.0,18,2,8.0,15.783333333333331,185.43
Marina Beach,Express Avenue Mall,Moto,1.0,18,2,9.0,15.783333333333331,43.8
Marina Beach,Express Avenue Mall,Premier,4.0,18,2,7.0,15.783333333333331,275.02
Marina Beach,Express Avenue Mall,Uber Auto,3.0,18,2,2.0,15.783333333333331,102.87
Marina Beach,Express Avenue Mall,Uber Go,4.0,18,2,7.0,17.783333333333335,183.39
Marina Beach,Express Avenue Mall,UberXL,6.0,18,2,4.0,15.783333333333331,324.81
Marina Beach,Express Avenue Mall,Go Sedan,4.0,19,2,10.0,17.35,187.48
Marina Beach,Express Avenue Mall,Moto,1.0,19,2,4.0,18.35,40.6
Marina Beach,Express Avenue Mall,Premier,4.0,19,2,10.0,17.35,277.93
Marina Beach,Express Avenue Mall,Uber Auto,3.0,19,2,2.0,16.35,105.03
Marina Beach,Express Avenue Mall,Uber Go,4.0,19,2,13.0,18.35,185.34
Marina Beach,Express Avenue Mall,UberXL,6.0,19,2,3.0,17.35,328.24
Marina Beach,Express Avenue Mall,Go Sedan,4.0,20,2,9.0,18.133333333333333,149.82
Marina Beach,Express Avenue Mall,Moto,1.0,20,2,3.0,17.133333333333333,40.47
Marina Beach,Express Avenue Mall,Premier,4.0,20,2,10.0,17.133333333333333,216.45
Marina Beach,Express Avenue Mall,Uber Auto,3.0,20,2,2.0,17.133333333333333,103.11
Marina Beach,Express Avenue Mall,Uber Go,4.0,20,2,9.0,19.133333333333333,146.49
Marina Beach,Express Avenue Mall,UberXL,6.0,20,2,8.0,17.133333333333333,242.54
Marina Beach,Express Avenue Mall,Go Sedan,4.0,21,2,7.0,15.95,148.41000000000005
Marina Beach,Express Avenue Mall,Moto,1.0,21,2,3.5,15.458333333333332,39.99
Marina Beach,Express Avenue Mall,Premier,4.0,21,2,8.0,15.958333333333332,214.45
Marina Beach,Express Avenue Mall,Uber Auto,3.0,21,2,3.0,14.958333333333332,101.29
Marina Beach,Express Avenue Mall,Uber Go,4.0,21,2,9.0,16.458333333333332,145.13
Marina Beach,Express Avenue Mall,UberXL,6.0,21,2,5.0,15.958333333333332,240.34
Marina Beach,Express Avenue Mall,Go Sedan,4.0,22,2,7.0,14.366666666666667,148.01
Marina Beach,Express Avenue Mall,Moto,1.0,22,2,3.0,13.366666666666667,43.59
Marina Beach,Express Avenue Mall,Premier,4.0,22,2,7.0,13.366666666666667,213.86
Marina Beach,Express Avenue Mall,Uber Auto,3.0,22,2,1.0,13.366666666666667,137.61
Marina Beach,Express Avenue Mall,Uber Go,4.0,22,2,8.0,14.366666666666667,144.74
Marina Beach,Express Avenue Mall,UberXL,6.0,22,2,4.0,14.366666666666667,239.73
Marina Beach,Express Avenue Mall,Go Sedan,4.0,7,3,6.0,13.983333333333333,149.41
Marina Beach,Express Avenue Mall,Moto,1.0,7,3,4.0,13.0,38.75
Marina Beach,Express Avenue Mall,Premier,4.0,7,3,6.0,12.983333333333333,203.65
Marina Beach,Express Avenue Mall,Uber Auto,3.0,7,3,3.0,11.0,90.08
Marina Beach,Express Avenue Mall,Uber Go,4.0,7,3,8.0,15.0,143.12
Marina Beach,Express Avenue Mall,UberXL,6.0,7,3,4.0,11.983333333333333,236.57
Marina Beach,Express Avenue Mall,Go Sedan,4.0,9,3,6.0,14.983333333333333,185.32
Marina Beach,Express Avenue Mall,Moto,1.0,9,3,5.0,13.983333333333333,65.84
Marina Beach,Express Avenue Mall,Premier,4.0,9,3,7.0,14.983333333333333,253.43
Marina Beach,Express Avenue Mall,Uber Auto,3.0,9,3,2.0,12.983333333333333,93.54
Marina Beach,Express Avenue Mall,Uber Go,4.0,9,3,6.0,15.983333333333333,175.27
Marina Beach,Express Avenue Mall,UberXL,6.0,9,3,7.0,14.983333333333333,310.74
Marina Beach,Express Avenue Mall,Go Sedan,4.0,10,3,5.0,14.016666666666667,185.94
Marina Beach,Express Avenue Mall,Moto,1.0,10,3,5.0,14.016666666666667,39.8
Marina Beach,Express Avenue Mall,Premier,4.0,10,3,6.0,13.016666666666667,254.25
Marina Beach,Express Avenue Mall,Uber Auto,3.0,10,3,2.0,13.016666666666667,95.35
Marina Beach,Express Avenue Mall,Uber Go,4.0,10,3,6.0,15.016666666666667,175.86
Marina Beach,Express Avenue Mall,UberXL,6.0,10,3,4.0,13.016666666666667,311.74
Marina Beach,Express Avenue Mall,Go Sedan,4.0,11,3,6.0,15.258333333333333,186.245
Marina Beach,Express Avenue Mall,Moto,1.0,11,3,3.5,13.758333333333333,39.855
Marina Beach,Express Avenue Mall,Premier,4.0,11,3,5.5,14.758333333333333,254.69
Marina Beach,Express Avenue Mall,Uber Auto,3.0,11,3,1.5,13.758333333333333,67.81
Marina Beach,Express Avenue Mall,Uber Go,4.0,11,3,5.0,14.258333333333333,176.14999999999998
Marina Beach,Express Avenue Mall,UberXL,6.0,11,3,4.5,13.758333333333333,312.27
Marina Beach,Express Avenue Mall,Go Sedan,4.0,12,3,3.0,15.45,150.97
Marina Beach,Express Avenue Mall,Moto,1.0,12,3,3.0,13.45,40.02
Marina Beach,Express Avenue Mall,Premier,4.0,12,3,3.0,15.45,208.99
Marina Beach,Express Avenue Mall,Uber Auto,3.0,12,3,2.0,13.466666666666669,67.66
Marina Beach,Express Avenue Mall,Uber Go,4.0,12,3,4.0,15.466666666666669,144.57
Marina Beach,Express Avenue Mall,UberXL,6.0,12,3,5.0,15.45,251.7
Marina Beach,Express Avenue Mall,Go Sedan,4.0,13,3,5.0,16.216666666666665,151.04
Marina Beach,Express Avenue Mall,Moto,1.0,13,3,5.0,17.216666666666665,40.04
Marina Beach,Express Avenue Mall,Premier,4.0,13,3,6.0,17.216666666666665,209.07
Marina Beach,Express Avenue Mall,Uber Auto,3.0,13,3,3.0,15.216666666666669,67.74
Marina Beach,Express Avenue Mall,Uber Go,4.0,13,3,4.0,17.216666666666665,144.65
Marina Beach,Express Avenue Mall,UberXL,6.0,13,3,5.0,15.216666666666669,251.81
Marina Beach,Express Avenue Mall,Go Sedan,4.0,14,3,7.0,15.033333333333331,150.64
Marina Beach,Express Avenue Mall,Moto,1.0,14,3,5.0,15.033333333333331,39.95
Marina Beach,Express Avenue Mall,Premier,4.0,14,3,7.0,15.033333333333331,208.51
Marina Beach,Express Avenue Mall,Uber Auto,3.0,14,3,2.0,14.033333333333331,92.56
Marina Beach,Express Avenue Mall,Uber Go,4.0,14,3,7.0,16.033333333333335,144.25
Marina Beach,Express Avenue Mall,UberXL,6.0,14,3,4.0,14.033333333333331,251.15
Marina Beach,Express Avenue Mall,Go Sedan,4.0,15,3,5.0,16.35,150.91
Marina Beach,Express Avenue Mall,Moto,1.0,15,3,4.0,15.35,40.0
Marina Beach,Express Avenue Mall,Premier,4.0,15,3,5.0,15.35,208.89
Marina Beach,Express Avenue Mall,Uber Auto,3.0,15,3,1.0,14.35,93.37
Marina Beach,Express Avenue Mall,Uber Go,4.0,15,3,5.0,16.35,144.51
Marina Beach,Express Avenue Mall,UberXL,6.0,15,3,6.0,16.35,251.58
Marina Beach,Express Avenue Mall,Go Sedan,4.0,16,3,8.0,16.2,177.68
Marina Beach,Express Avenue Mall,Moto,1.0,16,3,5.0,15.216666666666669,39.92
Marina Beach,Express Avenue Mall,Premier,4.0,16,3,9.0,14.2,264.1
Marina Beach,Express Avenue Mall,Uber Auto,3.0,16,3,1.0,14.216666666666669,92.23
Marina Beach,Express Avenue Mall,Uber Go,4.0,16,3,10.0,16.216666666666665,176.02
Marina Beach,Express Avenue Mall,UberXL,6.0,16,3,5.0,16.216666666666665,311.98
Marina Beach,Express Avenue Mall,Go Sedan,4.0,18,3,8.0,17.783333333333335,184.07
Marina Beach,Express Avenue Mall,Moto,1.0,18,3,6.0,18.783333333333335,50.37
Marina Beach,Express Avenue Mall,Premier,4.0,18,3,8.0,17.783333333333335,273.12
Marina Beach,Express Avenue Mall,Uber Auto,3.0,18,3,1.0,16.783333333333335,98.41
Marina Beach,Express Avenue Mall,Uber Go,4.0,18,3,6.0,19.783333333333335,182.1
Marina Beach,Express Avenue Mall,UberXL,6.0,18,3,3.0,17.783333333333335,322.57
Marina Beach,Express Avenue Mall,Go Sedan,4.0,19,3,8.0,16.316666666666666,186.12
Marina Beach,Express Avenue Mall,Moto,1.0,19,3,9.0,16.316666666666666,39.83
Marina Beach,Express Avenue Mall,Premier,4.0,19,3,8.0,16.316666666666666,276.0
Marina Beach,Express Avenue Mall,Uber Auto,3.0,19,3,3.0,15.316666666666666,101.05
Marina Beach,Express Avenue Mall,Uber Go,4.0,19,3,8.0,17.316666666666666,184.05
Marina Beach,Express Avenue Mall,UberXL,6.0,19,3,4.0,14.316666666666666,325.95
Marina Beach,Express Avenue Mall,Go Sedan,4.0,20,3,6.0,17.283333333333335,147.96
Marina Beach,Express Avenue Mall,Moto,1.0,20,3,4.0,16.283333333333335,39.71
Marina Beach,Express Avenue Mall,Premier,4.0,20,3,6.0,17.283333333333335,212.3
Marina Beach,Express Avenue Mall,Uber Auto,3.0,20,3,1.0,16.283333333333335,99.32
Marina Beach,Express Avenue Mall,Uber Go,4.0,20,3,11.0,18.283333333333335,144.69
Marina Beach,Express Avenue Mall,UberXL,6.0,20,3,6.0,16.283333333333335,239.59
Marina Beach,Express Avenue Mall,Go Sedan,4.0,7,4,5.0,12.816666666666666,112.84
Marina Beach,Express Avenue Mall,Moto,1.0,7,4,3.0,12.816666666666666,29.74
Marina Beach,Express Avenue Mall,Premier,4.0,7,4,3.0,12.816666666666666,165.06
Marina Beach,Express Avenue Mall,Uber Auto,3.0,7,4,3.0,11.816666666666666,92.98
Marina Beach,Express Avenue Mall,Uber Go,4.0,7,4,6.0,12.816666666666666,108.1
Marina Beach,Express Avenue Mall,UberXL,6.0,7,4,2.0,11.816666666666666,183.68
Marina Beach,Express Avenue Mall,Go Sedan,4.0,9,4,4.0,15.383333333333333,143.98
Marina Beach,Express Avenue Mall,Moto,1.0,9,4,5.0,14.383333333333333,29.76
Marina Beach,Express Avenue Mall,Premier,4.0,9,4,3.0,13.383333333333333,211.58
Marina Beach,Express Avenue Mall,Uber Auto,3.0,9,4,2.0,12.383333333333333,93.42
Marina Beach,Express Avenue Mall,Uber Go,4.0,9,4,6.0,15.383333333333333,133.99
Marina Beach,Express Avenue Mall,UberXL,6.0,9,4,3.0,14.383333333333333,250.57
Marina Beach,Express Avenue Mall,Go Sedan,4.0,10,4,4.0,15.55,144.35
Marina Beach,Express Avenue Mall,Moto,1.0,10,4,3.0,14.55,29.81
Marina Beach,Express Avenue Mall,Premier,4.0,10,4,4.0,14.55,212.08
Marina Beach,Express Avenue Mall,Uber Auto,3.0,10,4,2.0,14.55,94.54
Marina Beach,Express Avenue Mall,Uber Go,4.0,10,4,3.0,15.55,134.33
Marina Beach,Express Avenue Mall,UberXL,6.0,10,4,5.0,14.55,251.15
Marina Beach,Express Avenue Mall,Go Sedan,4.0,13,4,4.0,16.483333333333334,112.24
Marina Beach,Express Avenue Mall,Moto,1.0,13,4,6.0,15.483333333333333,34.92
Marina Beach,Express Avenue Mall,Premier,4.0,13,4,4.0,16.483333333333334,167.17
Marina Beach,Express Avenue Mall,Uber Auto,3.0,13,4,3.0,15.483333333333333,67.38
Marina Beach,Express Avenue Mall,Uber Go,4.0,13,4,5.0,16.483333333333334,107.49
Marina Beach,Express Avenue Mall,UberXL,6.0,13,4,4.0,15.483333333333333,195.33
Marina Beach,Express Avenue Mall,Go Sedan,4.0,14,4,4.0,17.083333333333332,86.42
Marina Beach,Express Avenue Mall,Moto,1.0,14,4,6.0,17.083333333333332,25.0
Marina Beach,Express Avenue Mall,Premier,4.0,14,4,4.0,16.083333333333332,105.68
Marina Beach,Express Avenue Mall,Uber Auto,3.0,14,4,3.0,16.083333333333332,92.07
Marina Beach,Express Avenue Mall,Uber Go,4.0,14,4,5.0,17.083333333333332,80.5
Marina Beach,Express Avenue Mall,UberXL,6.0,14,4,6.0,18.083333333333332,194.95
Marina Beach,Express Avenue Mall,Go Sedan,4.0,15,4,5.0,17.3,111.87
Marina Beach,Express Avenue Mall,Moto,1.0,15,4,5.0,17.316666666666666,29.89
Marina Beach,Express Avenue Mall,Premier,4.0,15,4,5.0,16.316666666666666,166.46
Marina Beach,Express Avenue Mall,Uber Auto,3.0,15,4,2.0,15.316666666666666,91.26
Marina Beach,Express Avenue Mall,Uber Go,4.0,15,4,10.0,17.316666666666666,107.12
Marina Beach,Express Avenue Mall,UberXL,6.0,15,4,6.0,15.316666666666666,194.54
Marina Beach,Express Avenue Mall,Go Sedan,4.0,16,4,6.0,13.333333333333334,138.64
Marina Beach,Express Avenue Mall,Moto,1.0,16,4,5.0,16.333333333333332,30.06
Marina Beach,Express Avenue Mall,Premier,4.0,16,4,6.0,12.333333333333334,225.45
Marina Beach,Express Avenue Mall,Uber Auto,3.0,16,4,2.0,14.333333333333334,94.4
Marina Beach,Express Avenue Mall,Uber Go,4.0,16,4,7.0,19.333333333333332,136.92
Marina Beach,Express Avenue Mall,UberXL,6.0,16,4,10.0,9.333333333333334,256.15
Marina Beach,Express Avenue Mall,Go Sedan,4.0,19,4,7.0,16.4,141.61
Marina Beach,Express Avenue Mall,Moto,1.0,19,4,5.0,17.4,29.71
Marina Beach,Express Avenue Mall,Premier,4.0,19,4,4.0,17.4,229.65
Marina Beach,Express Avenue Mall,Uber Auto,3.0,19,4,2.0,15.4,97.96
Marina Beach,Express Avenue Mall,Uber Go,4.0,19,4,12.0,17.4,139.75
Marina Beach,Express Avenue Mall,UberXL,6.0,19,4,2.0,14.4,260.76
Marina Beach,Express Avenue Mall,Go Sedan,4.0,22,4,5.0,15.366666666666667,109.79
Marina Beach,Express Avenue Mall,Moto,1.0,22,4,2.0,15.366666666666667,32.54
Marina Beach,Express Avenue Mall,Premier,4.0,22,4,4.0,15.366666666666667,171.61
Marina Beach,Express Avenue Mall,Uber Auto,3.0,22,4,2.0,14.366666666666667,135.36
Marina Beach,Express Avenue Mall,Uber Go,4.0,22,4,11.0,17.366666666666667,107.4
Marina Beach,Express Avenue Mall,UberXL,6.0,22,4,3.0,15.366666666666667,183.84
Marina Beach,Express Avenue Mall,Go Sedan,4.0,23,4,6.0,13.683333333333334,108.47
Marina Beach,Express Avenue Mall,Moto,1.0,23,4,3.0,12.7,39.55
Marina Beach,Express Avenue Mall,Premier,4.0,23,4,6.0,11.683333333333334,169.1
Marina Beach,Express Avenue Mall,Uber Auto,3.0,23,4,2.0,11.7,128.01
Marina Beach,Express Avenue Mall,Uber Go,4.0,23,4,10.0,14.7,106.12
Marina Beach,Express Avenue Mall,UberXL,6.0,23,4,4.0,12.7,181.27
Marina Beach,Express Avenue Mall,Go Sedan,4.0,7,5,6.0,12.633333333333333,153.22
Marina Beach,Express Avenue Mall,Moto,1.0,7,5,3.0,11.633333333333333,29.61
Marina Beach,Express Avenue Mall,Premier,4.0,7,5,5.0,12.633333333333333,208.68
Marina Beach,Express Avenue Mall,Uber Auto,3.0,7,5,3.0,11.633333333333333,64.82
Marina Beach,Express Avenue Mall,Uber Go,4.0,7,5,6.0,13.633333333333333,145.44
Marina Beach,Express Avenue Mall,UberXL,6.0,7,5,4.0,12.633333333333333,219.01
Marina Beach,Express Avenue Mall,Go Sedan,4.0,8,5,6.0,13.3,173.45
Marina Beach,Express Avenue Mall,Moto,1.0,8,5,2.0,13.3,29.65
Marina Beach,Express Avenue Mall,Premier,4.0,8,5,7.0,13.3,236.79
Marina Beach,Express Avenue Mall,Uber Auto,3.0,8,5,3.0,12.3,65.14
